Date,Open,High,Low,Close,Adj Close,Volume
2017-07-07,36.445000,36.875000,36.212502,36.689999,36.290398,65497200
2017-07-10,37.435001,38.500000,37.169998,38.424999,38.006500,95849200
2017-07-11,38.462502,39.047501,38.037498,38.970001,38.545570,75795600
2017-07-12,39.575001,40.750000,39.139999,40.627499,40.185013,114520800
2017-07-13,40.750000,41.575001,39.687500,40.157501,39.720146,136913200
2017-07-14,40.322498,41.252499,40.252499,41.237499,40.788387,94194800
2017-07-17,41.582500,41.875000,40.437500,41.062500,40.615280,93079200
2017-07-18,40.445000,41.637501,40.325001,41.490002,41.038132,77664000
2017-07-19,41.582500,41.849998,41.152500,41.275002,40.825470,68704400
2017-07-20,41.482498,41.877499,40.977501,41.875000,41.418938,69959600
2017-07-21,41.667500,42.325001,41.522499,42.025002,41.567291,64833200
2017-07-24,42.097500,42.195000,41.430000,41.537498,41.085102,65252400
2017-07-25,41.305000,41.482498,40.895000,41.337502,40.887283,49655600
2017-07-26,41.919998,42.482498,41.462502,41.814999,41.359581,64040400
2017-07-27,42.067501,42.185001,39.389999,40.435001,39.994606,78285600
2017-07-28,40.072498,41.345001,39.820000,41.097500,40.649899,51334800
2017-07-31,41.235001,41.599998,40.154999,40.627499,40.185013,55967200
2017-08-01,40.532501,41.139999,40.250000,41.122501,40.674625,43138400
2017-08-02,41.437500,41.477501,40.317501,41.097500,40.649899,47844400
2017-08-03,41.092499,41.657501,40.919998,41.619999,41.166706,44242000
2017-08-04,41.849998,42.517502,41.619999,41.802502,41.347225,58909600
2017-08-07,42.097500,43.092499,42.000000,43.087502,42.618233,71741200
2017-08-08,43.472500,43.639999,42.177502,42.575001,42.111301,75533600
2017-08-09,42.107498,43.052502,41.917500,43.027500,42.558884,53078400
2017-08-10,43.040001,43.165001,41.082500,41.185001,40.736450,132808800
2017-08-11,39.285000,39.750000,38.227501,38.990002,38.565357,149719600
2017-08-14,39.917500,42.137501,39.799999,42.099998,41.641476,127902000
2017-08-15,42.152500,42.417500,41.397499,41.744999,41.290333,76453200
2017-08-16,41.897499,42.134998,40.959999,41.287498,40.837830,59663200
2017-08-17,41.202499,41.375000,40.345001,40.367500,39.927845,52544400
2017-08-18,40.917500,41.090000,39.910000,40.375000,39.935268,60120400
2017-08-21,40.622501,40.737499,39.342499,39.787498,39.354168,62367200
2017-08-22,40.122501,40.697498,39.927502,40.637501,40.230301,45045600
2017-08-23,40.299999,41.562500,40.212502,41.450001,41.034653,57952000
2017-08-24,41.775002,41.820000,41.029999,41.297501,40.883682,46970000
2017-08-25,41.542500,41.645000,40.887501,40.952499,40.542145,35720000
2017-08-28,41.145000,41.275002,40.582500,41.242500,40.829243,38949600
2017-08-29,40.647499,41.395000,40.564999,41.174999,40.762417,32409600
2017-08-30,41.375000,41.532501,41.067501,41.419998,41.004959,38440000
2017-08-31,41.625000,42.400002,41.549999,42.360001,41.935539,61268400
